ProID,Info,,time,Value,
,,,0.001608,-0.032,
,,,0.001616,-0.008,
,,,0.001624,-0.016,
,,,0.001632,-0.032,
,,,0.00164,-0.024,
,,,0.001648,-0.040000003,
,,,0.001656,-0.024,
,,,0.001664,-0.016,
,,,0.001672,-0.024,
,,,0.00168,-0.008,
,,,0.001688,-0.016,
,,,0.001696,-0.016,
,,,0.001704,-0.016,
,,,0.001712,-0.008,
,,,0.00172,-0.024,
,,,0.001728,-0.032,
,,,0.001736,-0.016,
,,,0.001744,-0.040000003,
,,,0.001752,-0.016,
,,,0.00176,-0.040000003,
,,,0.001768,-0.032,
,,,0.001776,-0.016,
,,,0.001784,-0.024,
,,,0.001792,-0.024,
,,,0.0018,0.016,
,,,0.001808,-0.008,
,,,0.001816,-0.032,
,,,0.001824,-0.040000003,
,,,0.001832,-0.024,
,,,0.00184,-0.024,
,,,0.001848,-0.024,
,,,0.001856,-0.024,
,,,0.001864,-0.016,
,,,0.001872,-0.016,
,,,0.00188,-0.024,
,,,0.0018879999,-0.016,
,,,0.001896,-0.024,
,,,0.001904,-0.024,
,,,0.001912,-0.016,
,,,0.00192,-0.024,
,,,0.001928,-0.024,
,,,0.001936,-0.008,
,,,0.001944,-0.016,
,,,0.001952,-0.024,
,,,0.00196,-0.016,
,,,0.001968,-0.032,
,,,0.001976,-0.024,
,,,0.001984,-0.016,
,,,0.001992,-0.024,
,,,0.002,-0.016,
,,,0.002008,-0.024,
,,,0.002016,-0.024,
,,,0.002024,-0.024,
,,,0.002032,-0.016,
,,,0.00204,-0.048,
,,,0.002048,-0.024,
,,,0.002056,-0.016,
,,,0.002064,-0.032,
,,,0.002072,-0.024,
,,,0.00208,-0.032,
,,,0.002088,-0.032,
,,,0.002096,-0.016,
,,,0.002104,-0.032,
,,,0.002112,-0.024,
,,,0.00212,-0.024,
,,,0.002128,-0.024,
,,,0.002136,-0.024,
,,,0.002144,-0.016,
,,,0.002152,-0.016,
,,,0.00216,-0.024,
,,,0.002168,-0.016,
,,,0.002176,-0.024,
,,,0.002184,-0.008,
,,,0.002192,-0.016,
,,,0.0022,-0.024,
,,,0.002208,-0.016,
,,,0.002216,-0.032,
,,,0.002224,-0.024,
,,,0.002232,-0.024,
,,,0.00224,-0.024,
,,,0.002248,-0.016,
,,,0.002256,-0.008,
,,,0.002264,-0.016,
,,,0.002272,-0.024,
,,,0.00228,-0.008,
,,,0.002288,-0.032,
,,,0.002296,-0.024,
,,,0.002304,-0.024,
,,,0.002312,-0.040000003,
,,,0.00232,-0.024,
,,,0.002328,-0.040000003,
,,,0.002336,-0.024,
,,,0.002344,-0.024,
,,,0.002352,-0.024,
,,,0.00236,-0.008,
,,,0.002368,-0.024,
,,,0.002376,-0.016,
,,,0.002384,-0.024,
,,,0.002392,-0.016,
,,,0.0023999999,-0.024,
,,,0.002408,-0.024,
,,,0.002416,-0.024,
,,,0.002424,-0.024,
,,,0.002432,-0.008,
,,,0.00244,0.008,
,,,0.002448,-0.016,
,,,0.002456,-0.008,
,,,0.002464,-0.016,
,,,0.002472,-0.040000003,
,,,0.00248,-0.016,
,,,0.002488,-0.032,
,,,0.002496,-0.024,
,,,0.002504,-0.016,
,,,0.002512,-0.024,
,,,0.00252,-0.024,
,,,0.002528,-0.024,
,,,0.002536,-0.032,
,,,0.002544,-0.024,
,,,0.002552,-0.024,
,,,0.00256,-0.024,
,,,0.002568,-0.024,
,,,0.002576,-0.016,
,,,0.002584,-0.024,
,,,0.002592,-0.024,
,,,0.0026,-0.016,
,,,0.002608,-0.024,
,,,0.002616,-0.024,
,,,0.002624,-0.016,
,,,0.002632,-0.016,
,,,0.00264,-0.016,
,,,0.002648,-0.024,
,,,0.002656,-0.024,
,,,0.002664,-0.024,
,,,0.002672,-0.024,
,,,0.00268,-0.024,
,,,0.002688,-0.024,
,,,0.002696,-0.016,
,,,0.002704,-0.024,
,,,0.002712,-0.024,
,,,0.00272,-0.024,
,,,0.002728,-0.024,
,,,0.0027359999,-0.024,
,,,0.002744,-0.024,
,,,0.002752,-0.016,
,,,0.00276,-0.024,
,,,0.002768,-0.024,
,,,0.002776,-0.016,
,,,0.002784,-0.024,
,,,0.002792,-0.024,
,,,0.0028,-0.024,
,,,0.002808,-0.024,
,,,0.002816,-0.024,
,,,0.002824,-0.024,
,,,0.002832,-0.024,
,,,0.00284,-0.024,
,,,0.002848,-0.024,
,,,0.002856,-0.024,
,,,0.002864,-0.016,
,,,0.002872,-0.024,
,,,0.00288,-0.024,
,,,0.002888,-0.024,
,,,0.002896,-0.024,
,,,0.002904,-0.024,
,,,0.002912,-0.024,
,,,0.0029199999,-0.016,
,,,0.002928,-0.024,
,,,0.002936,-0.024,
,,,0.002944,-0.024,
,,,0.002952,-0.024,
,,,0.00296,-0.024,
,,,0.002968,-0.024,
,,,0.002976,-0.024,
,,,0.002984,-0.024,
,,,0.002992,-0.024,
,,,0.003,-0.016,
,,,0.003008,-0.024,
,,,0.003016,-0.016,
,,,0.003024,-0.016,
,,,0.003032,-0.016,
,,,0.00304,-0.016,
,,,0.003048,-0.024,
,,,0.003056,-0.016,
,,,0.003064,-0.024,
,,,0.003072,-0.016,
,,,0.00308,-0.024,
,,,0.003088,-0.016,
,,,0.003096,-0.024,
,,,0.003104,-0.032,
,,,0.003112,-0.024,
,,,0.00312,-0.048,
,,,0.003128,-0.040000003,
,,,0.003136,-0.048,
,,,0.003144,-0.032,
,,,0.003152,-0.056,
,,,0.00316,-0.016,
,,,0.003168,-0.024,
,,,0.003176,0.016,
,,,0.003184,-0.024,
,,,0.003192,-0.024,
,,,0.0032,-0.024,
,,,0.003208,-0.024,
,,,0.003216,-0.024,
,,,0.003224,-0.016,
,,,0.003232,-0.024,
,,,0.00324,-0.024,
,,,0.003248,-0.024,
,,,0.0032559999,-0.016,
,,,0.003264,-0.024,
,,,0.003272,-0.024,
,,,0.00328,-0.024,
,,,0.003288,-0.024,
,,,0.003296,-0.016,
,,,0.003304,-0.016,
,,,0.003312,-0.016,
,,,0.00332,-0.016,
,,,0.003328,-0.024,
,,,0.003336,-0.024,
,,,0.003344,-0.024,
,,,0.003352,-0.016,
,,,0.00336,-0.024,
,,,0.003368,-0.024,
,,,0.003376,-0.016,
,,,0.003384,-0.024,
,,,0.003392,-0.016,
,,,0.0034,-0.016,
,,,0.003408,-0.024,
,,,0.003416,-0.024,
,,,0.003424,-0.032,
,,,0.003432,-0.024,
,,,0.00344,-0.024,
,,,0.003448,-0.024,
,,,0.003456,-0.016,
,,,0.003464,-0.024,
,,,0.003472,-0.024,
,,,0.00348,-0.016,
,,,0.003488,-0.024,
,,,0.003496,-0.024,
,,,0.003504,-0.016,
,,,0.003512,-0.024,
,,,0.00352,-0.024,
,,,0.003528,-0.024,
,,,0.003536,-0.024,
,,,0.003544,-0.024,
,,,0.003552,-0.024,
,,,0.00356,-0.024,
,,,0.003568,-0.024,
,,,0.003576,-0.024,
,,,0.003584,-0.016,
,,,0.0035919999,-0.024,
,,,0.0036,-0.016,
,,,0.003608,-0.024,
,,,0.003616,-0.016,
,,,0.003624,-0.024,
,,,0.003632,-0.024,
,,,0.00364,-0.024,
,,,0.003648,-0.024,
,,,0.003656,-0.016,
,,,0.003664,-0.024,
,,,0.003672,-0.024,
,,,0.00368,-0.016,
,,,0.003688,-0.024,
,,,0.003696,-0.024,
,,,0.003704,-0.024,
,,,0.003712,-0.016,
,,,0.00372,-0.024,
,,,0.003728,-0.016,
,,,0.003736,-0.024,
,,,0.003744,-0.024,
,,,0.003752,-0.024,
,,,0.00376,-0.016,
,,,0.003768,-0.032,
,,,0.0037759999,-0.016,
,,,0.003784,-0.040000003,
,,,0.003792,-0.024,
,,,0.0038,-0.024,
,,,0.003808,-0.024,
,,,0.003816,-0.032,
,,,0.003824,0.032,
,,,0.003832,-0.016,
,,,0.00384,-0.032,
,,,0.003848,-0.016,
,,,0.003856,-0.024,
,,,0.003864,-0.024,
,,,0.003872,-0.024,
,,,0.00388,-0.016,
,,,0.003888,-0.024,
,,,0.003896,-0.024,
,,,0.003904,-0.024,
,,,0.003912,-0.024,
,,,0.00392,-0.032,
,,,0.003928,-0.016,
,,,0.003936,-0.016,
,,,0.0039439998,-0.024,
,,,0.003952,-0.016,
,,,0.00396,-0.024,
,,,0.003968,-0.024,
,,,0.003976,-0.024,
,,,0.003984,-0.016,
,,,0.003992,-0.032,
,,,0.004,-0.016,
,,,0.004008,-0.024,
,,,0.004016,-0.024,
,,,0.004024,-0.016,
,,,0.004032,-0.032,
,,,0.00404,-0.024,
,,,0.004048,-0.024,
,,,0.004056,-0.024,
,,,0.004064,-0.024,
,,,0.004072,-0.024,
,,,0.00408,-0.024,
,,,0.004088,-0.024,
,,,0.004096,-0.016,
,,,0.004104,-0.024,
,,,0.004112,-0.024,
,,,0.00412,-0.024,
,,,0.004128,-0.024,
,,,0.004136,-0.016,
,,,0.004144,-0.024,
,,,0.004152,-0.024,
,,,0.00416,-0.024,
,,,0.004168,-0.024,
,,,0.004176,-0.024,
,,,0.004184,-0.024,
,,,0.004192,-0.024,
,,,0.0042,-0.024,
,,,0.004208,-0.024,
,,,0.004216,-0.024,
,,,0.004224,-0.024,
,,,0.004232,-0.016,
,,,0.00424,-0.016,
,,,0.004248,-0.024,
,,,0.004256,-0.024,
,,,0.004264,-0.024,
,,,0.004272,-0.016,
,,,0.00428,-0.016,
,,,0.004288,-0.024,
,,,0.004296,-0.024,
,,,0.004304,-0.024,
,,,0.004312,-0.008,
,,,0.00432,-0.024,
,,,0.004328,-0.016,
,,,0.004336,-0.024,
