run,t_ms,n,flags,pwm_pct,fan1_rpm,fan2_rpm,fan3_rpm,fan4_rpm,in_V,in_uV,in_A,fan12_V,fan12_uV,fan12_A,b5in_V,b5in_uV,b5in_A,b5out_V,b5out_uV,b5out_A,fan1_V,fan1_uV,fan1_A,fan2_V,fan2_uV,fan2_A,fan3_V,fan3_uV,fan3_A,fan4_V,fan4_uV,fan4_A,fan5_V,fan5_uV,fan5_A,fan6_V,fan6_uV,fan6_A,fan7_V,fan7_uV,fan7_A,fan8_V,fan8_uV,fan8_A,fan9_V,fan9_uV,fan9_A,fan10_V,fan10_uV,fan10_A,pc_time_s
7,183394,1,0,0.00,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1180.0,0.03576,5.0812,692.5,0.06925,12.0850,227.5,0.02275,12.0825,292.5,0.02925,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,0.55
7,183742,1,0,0.01,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1180.0,0.03576,5.0812,692.5,0.06925,12.0837,227.5,0.02275,12.0825,292.5,0.02925,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,0.89
7,184078,1,0,0.29,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1177.5,0.03568,5.0812,692.5,0.06925,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,1.23
7,184414,1,0,0.57,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1185.0,0.03591,5.0812,692.5,0.06925,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0813,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,1.56
7,184749,1,0,0.85,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1180.0,0.03576,5.0812,692.5,0.06925,12.0837,227.5,0.02275,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,1.90
7,185085,1,0,1.13,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1182.5,0.03583,5.0812,692.5,0.06925,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,2.25
7,185442,1,0,1.42,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1182.5,0.03583,5.0812,692.5,0.06925,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,2.59
7,185778,1,0,1.70,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1182.5,0.03583,5.0812,692.5,0.06925,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,2.93
7,186114,1,0,1.98,0.0,0.0,0.0,0.0,5.0275,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1182.5,0.03583,5.0812,692.5,0.06925,12.0837,225.0,0.02250,12.0813,290.0,0.02900,12.0850,52.5,0.00525,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0813,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,3.27
7,186450,1,0,2.26,0.0,0.0,0.0,0.0,5.0275,260.0,0.26000,12.0825,57.5,0.05750,12.0825,1182.5,0.03583,5.0812,692.5,0.06925,12.0837,225.0,0.02250,12.0813,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0813,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,3.61
