run,t_ms,n,flags,pwm_pct,fan1_rpm,fan2_rpm,fan3_rpm,fan4_rpm,in_V,in_uV,in_A,fan12_V,fan12_uV,fan12_A,b5in_V,b5in_uV,b5in_A,b5out_V,b5out_uV,b5out_A,fan1_V,fan1_uV,fan1_A,fan2_V,fan2_uV,fan2_A,fan3_V,fan3_uV,fan3_A,fan4_V,fan4_uV,fan4_A,fan5_V,fan5_uV,fan5_A,fan6_V,fan6_uV,fan6_A,fan7_V,fan7_uV,fan7_A,fan8_V,fan8_uV,fan8_A,fan9_V,fan9_uV,fan9_A,fan10_V,fan10_uV,fan10_A,pc_time_s
7,332354,1,0,0.00,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0850,227.5,0.02275,12.0825,292.5,0.02925,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,0.50
7,332701,1,0,0.01,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0837,227.5,0.02275,12.0825,292.5,0.02925,12.0850,52.5,0.00525,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,0.85
7,333038,1,0,0.23,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0850,227.5,0.02275,12.0825,292.5,0.02925,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,1.18
7,333374,1,0,0.46,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,1.52
7,333709,1,0,0.68,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,1.87
7,334065,1,0,0.92,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1187.5,0.03598,5.0812,695.0,0.06950,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,2.21
7,334402,1,0,1.14,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0837,227.5,0.02275,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,2.55
7,334738,1,0,1.37,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0837,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,2.88
7,335073,1,0,1.59,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0837,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,3.21
7,335408,1,0,1.81,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0837,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,3.55
7,335744,1,0,2.04,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,3.90
7,336101,1,0,2.27,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,227.5,0.02275,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,4.25
7,336437,1,0,2.50,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,4.58
7,336773,1,0,2.72,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,4.92
7,337109,1,0,2.95,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0837,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,5.27
7,337445,1,0,3.17,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,5.59
7,337780,1,0,3.39,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0837,1185.0,0.03591,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,5.95
7,338136,1,0,3.63,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,6.29
7,338473,1,0,3.86,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,6.62
7,338809,1,0,4.08,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0837,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0825,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,6.95
7,339144,1,0,4.30,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,7.29
7,339479,1,0,4.53,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,57.5,0.05750,12.0825,1185.0,0.03591,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,7.62
7,339815,1,0,4.75,0.0,0.0,0.0,0.0,5.0300,262.5,0.26250,12.0825,60.0,0.06000,12.0837,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,225.0,0.02250,12.0825,290.0,0.02900,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,7.98
7,340172,1,0,4.99,0.0,0.0,0.0,0.0,5.0300,260.0,0.26000,12.0825,57.5,0.05750,12.0825,1187.5,0.03598,5.0812,695.0,0.06950,12.0850,222.5,0.02225,12.0825,287.5,0.02875,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,8.33
7,340508,1,0,5.21,0.0,0.0,0.0,0.0,5.0300,260.0,0.26000,12.0825,57.5,0.05750,12.0825,1190.0,0.03606,5.0812,695.0,0.06950,12.0850,222.5,0.02225,12.0825,287.5,0.02875,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0862,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,8.66
7,340844,1,0,5.44,0.0,0.0,0.0,0.0,5.0300,260.0,0.26000,12.0825,57.5,0.05750,12.0825,1185.0,0.03591,5.0812,697.5,0.06975,12.0837,222.5,0.02225,12.0825,287.5,0.02875,12.0850,52.5,0.00525,12.0850,-5.0,-0.00050,12.0850,-7.5,-0.00075,12.0825,-7.5,-0.00075,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0837,-5.0,-0.00050,12.0850,-7.5,-0.00075,9.00
7,341180,1,0,5.66,0.0,0.0,0.0,0.0,4.6925,2982.5,2.98250,12.0525,1045.0,1.04500,12.0525,1190.0,0.03606,5.0812,695.0,0.06950,12.0437,4797.5,0.47975,12.0400,4915.0,0.49150,12.0512,52.5,0.00525,12.0512,-5.0,-0.00050,12.0525,-7.5,-0.00075,12.0525,-7.5,-0.00075,12.0538,-5.0,-0.00050,12.0550,-5.0,-0.00050,12.0562,-5.0,-0.00050,12.0575,-7.5,-0.00075,9.33
7,341516,1,0,5.88,0.0,0.0,0.0,0.0,4.6762,3130.0,3.13000,12.1037,1075.0,1.07500,12.1037,1187.5,0.03598,5.0812,697.5,0.06975,12.0950,3895.0,0.38950,12.0900,5070.0,0.50700,12.1000,1205.0,0.12050,12.1012,-5.0,-0.00050,12.1025,-7.5,-0.00075,12.1000,-7.5,-0.00075,12.1025,-5.0,-0.00050,12.1037,-5.0,-0.00050,12.1037,-5.0,-0.00050,12.1050,-7.5,-0.00075,9.67
7,341851,1,0,6.11,387.1,333.0,0.0,0.0,4.8375,1817.5,1.81750,12.0900,650.0,0.65000,12.0912,1190.0,0.03606,5.0812,697.5,0.06975,12.0875,2080.0,0.20800,12.0837,2972.5,0.29725,12.0887,1035.0,0.10350,12.0900,-5.0,-0.00050,12.0912,-7.5,-0.00075,12.0875,-7.5,-0.00075,12.0887,-5.0,-0.00050,12.0900,-5.0,-0.00050,12.0900,-5.0,-0.00050,12.0912,-7.5,-0.00075,10.01
7,342208,1,0,6.35,409.8,409.6,406.7,0.0,4.8837,1445.0,1.44500,12.0862,512.5,0.51250,12.0862,1187.5,0.03598,5.0812,697.5,0.06975,12.0825,1870.0,0.18700,12.0800,2442.5,0.24425,12.0850,520.0,0.05200,12.0862,-5.0,-0.00050,12.0875,-7.5,-0.00075,12.0850,-7.5,-0.00075,12.0850,-5.0,-0.00050,12.0862,-5.0,-0.00050,12.0862,-5.0,-0.00050,12.0875,-7.5,-0.00075,10.35
7,342545,1,0,6.57,465.9,466.4,409.5,0.0,4.8987,1317.5,1.31750,12.0875,475.0,0.47500,12.0887,1187.5,0.03598,5.0812,697.5,0.06975,12.0862,1735.0,0.17350,12.0825,2200.0,0.22000,12.0875,482.5,0.04825,12.0887,-5.0,-0.00050,12.0887,-7.5,-0.00075,12.0850,-7.5,-0.00075,12.0862,-5.0,-0.00050,12.0862,-5.0,-0.00050,12.0862,-5.0,-0.00050,12.0875,-7.5,-0.00075,10.69
