run,t_ms,n,flags,pwm_pct,fan1_rpm,fan2_rpm,fan3_rpm,fan4_rpm,in_V,in_uV,in_A,fan12_V,fan12_uV,fan12_A,b5in_V,b5in_uV,b5in_A,b5out_V,b5out_uV,b5out_A,fan1_V,fan1_uV,fan1_A,fan2_V,fan2_uV,fan2_A,fan3_V,fan3_uV,fan3_A,fan4_V,fan4_uV,fan4_A,fan5_V,fan5_uV,fan5_A,fan6_V,fan6_uV,fan6_A,fan7_V,fan7_uV,fan7_A,fan8_V,fan8_uV,fan8_A,fan9_V,fan9_uV,fan9_A,fan10_V,fan10_uV,fan10_A,pc_time_s
5,715133,1,0,0.00,0.0,0.0,0.0,0.0,5.0212,265.0,0.26500,12.0462,57.5,0.05750,12.0462,1180.0,0.03576,5.0812,692.5,0.06925,12.0487,230.0,0.02300,12.0462,295.0,0.02950,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,0.50
5,715491,1,0,0.00,0.0,0.0,0.0,0.0,5.0212,265.0,0.26500,12.0462,57.5,0.05750,12.0475,1180.0,0.03576,5.0812,695.0,0.06950,12.0487,227.5,0.02275,12.0462,295.0,0.02950,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,0.83
5,715827,1,0,0.28,0.0,0.0,0.0,0.0,5.0225,262.5,0.26250,12.0462,57.5,0.05750,12.0475,1182.5,0.03583,5.0812,695.0,0.06950,12.0487,225.0,0.02250,12.0462,292.5,0.02925,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,1.17
5,716353,1,0,0.72,0.0,0.0,0.0,0.0,5.0225,262.5,0.26250,12.0475,57.5,0.05750,12.0475,1180.0,0.03576,5.0812,695.0,0.06950,12.0487,227.5,0.02275,12.0462,292.5,0.02925,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,1.70
5,716689,1,0,1.00,0.0,0.0,0.0,0.0,5.0225,262.5,0.26250,12.0462,57.5,0.05750,12.0475,1182.5,0.03583,5.0812,695.0,0.06950,12.0487,227.5,0.02275,12.0462,290.0,0.02900,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,2.03
5,717025,1,0,1.28,0.0,0.0,0.0,0.0,5.0225,262.5,0.26250,12.0462,57.5,0.05750,12.0462,1182.5,0.03583,5.0812,695.0,0.06950,12.0487,225.0,0.02250,12.0462,290.0,0.02900,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,2.37
5,717360,1,0,1.56,0.0,0.0,0.0,0.0,5.0225,262.5,0.26250,12.0462,57.5,0.05750,12.0475,1180.0,0.03576,5.0812,695.0,0.06950,12.0487,225.0,0.02250,12.0462,290.0,0.02900,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,2.71
5,718008,1,0,2.10,0.0,0.0,0.0,0.0,5.0225,260.0,0.26000,12.0475,55.0,0.05500,12.0475,1182.5,0.03583,5.0812,695.0,0.06950,12.0487,225.0,0.02250,12.0462,290.0,0.02900,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,3.36
5,718344,1,0,2.38,0.0,0.0,0.0,0.0,5.0225,262.5,0.26250,12.0462,55.0,0.05500,12.0475,1182.5,0.03583,5.0812,695.0,0.06950,12.0487,227.5,0.02275,12.0462,290.0,0.02900,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,3.70
5,718680,1,0,2.66,0.0,0.0,0.0,0.0,5.0212,262.5,0.26250,12.0462,55.0,0.05500,12.0475,1182.5,0.03583,5.0812,695.0,0.06950,12.0487,225.0,0.02250,12.0462,290.0,0.02900,12.0487,52.5,0.00525,12.0487,-5.0,-0.00050,12.0500,-7.5,-0.00075,12.0462,-7.5,-0.00075,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0475,-5.0,-0.00050,12.0487,-7.5,-0.00075,4.04
