time,channels,sketch_cmd,dmm_range,dmm_A,dmm_res_A,dmm_spread_A,n_rows,pwm_pct,fan1_rpm,fan2_rpm,fan3_rpm,fan4_rpm,in_V,in_uV,in_A,fan12_V,fan12_uV,fan12_A,b5in_V,b5in_uV,b5in_A,b5out_V,b5out_uV,b5out_A,fan1_V,fan1_uV,fan1_A,fan2_V,fan2_uV,fan2_A,fan3_V,fan3_uV,fan3_A,fan4_V,fan4_uV,fan4_A,fan5_V,fan5_uV,fan5_A,fan6_V,fan6_uV,fan6_A,fan7_V,fan7_uV,fan7_A,fan8_V,fan8_uV,fan8_A,fan9_V,fan9_uV,fan9_A,fan10_V,fan10_uV,fan10_A,in_A_std,fan12_A_std,b5in_A_std,b5out_A_std,fan1_A_std,fan2_A_std,fan3_A_std,fan4_A_std,fan5_A_std,fan6_A_std,fan7_A_std,fan8_A_std,fan9_A_std,fan10_A_std
2026-09-15T13:32:19,in,pwm 0,10a,0.062,0.001,0.0,24,0.0,0.0,0.0,0.0,0.0,19.93,65.0,0.065,12.050000000000002,60.0,0.06,12.05095,1187.2916666666667,0.03597541666666667,5.0812,695.0,0.0695,12.052445833333332,228.22916666666666,0.02282291666666667,12.050000000000002,293.75,0.029375,12.0525,52.5,0.00525,12.0525,-5.0,-0.0005,12.053745833333332,-7.5,-0.0007500000000000001,12.050000000000002,-7.5,-0.0007500000000000001,12.0512,-5.0,-0.0005,12.0512,-5.0,-0.0005,12.0512,-5.0,-0.0005,12.0525,-7.5,-0.0007500000000000001,0.0,0.0,5.405143819561679e-05,0.0,0.00011607640537188423,0.00016484511834894528,0.0,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:32:46,in,pwm 10,10a,0.107,0.001,0.0,24,10.0,625.3874999999999,664.8958333333334,644.8874999999999,0.0,19.918470833333334,121.66666666666667,0.12166666666666666,12.049729166666667,150.72916666666666,0.15072916666666666,12.05025,1192.6041666666667,0.03614208333333333,5.0812,697.5,0.06975,12.050741666666667,570.1041666666666,0.05701041666666667,12.048291666666666,720.4166666666666,0.07204166666666667,12.051533333333333,143.22916666666666,0.014322916666666666,12.051425,-5.0,-0.0005,12.052445833333332,-7.5,-0.0007500000000000001,12.048975,-7.5,-0.0007500000000000001,12.050195833333335,-5.0,-0.0005,12.050545833333333,-5.0,-0.0005,12.050795833333334,-5.0,-0.0005,12.051529166666667,-7.5,-0.0007500000000000001,0.034997411912593056,0.0562432564395727,3.451265258431698e-05,0.0,0.02075392565886327,0.02638929569988998,0.005664285118688598,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:33:39,in,pwm 20,10a,0.146,0.001,0.0,24,20.0,747.9625,787.5958333333332,807.2666666666668,0.0,19.9112,156.04166666666666,0.15604166666666666,12.049241666666669,206.875,0.206875,12.050000000000002,1194.5833333333333,0.036199583333333334,5.0812,699.6875,0.06996875000000001,12.050000000000002,776.4583333333334,0.07764583333333334,12.04754583333333,975.8333333333334,0.09758333333333334,12.0511,200.52083333333334,0.02005208333333333,12.05095,-5.0,-0.0005,12.052012499999998,-7.5,-0.0007500000000000001,12.04855,-7.5,-0.0007500000000000001,12.050000000000002,-5.0,-0.0005,12.050000000000002,-5.0,-0.0005,12.0501,-5.0,-0.0005,12.0512,-7.5,-0.0007500000000000001,0.0012590253879633383,0.0018430244519362158,5.706435472087849e-05,8.44579905865221e-05,0.0002847259043004522,0.001263334671713567,0.00026559169654822125,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:34:33,in,pwm 30,10a,0.206,0.001,0.0,24,30.0,1063.9416666666666,1055.1,1023.2958333333332,0.0,19.895970833333333,223.54166666666666,0.22354166666666667,12.048700000000002,315.9375,0.3159375,12.049945833333334,1195.5208333333333,0.03622833333333333,5.0812,700.0,0.07,12.048499999999999,1168.125,0.1168125,12.046000000000001,1479.4791666666667,0.14794791666666665,12.050000000000002,317.3958333333333,0.031739583333333335,12.050000000000002,-5.0,-0.0005,12.0512,-7.5,-0.0007500000000000001,12.0475,-7.5,-0.0007500000000000001,12.048700000000002,-5.0,-0.0005,12.048808333333335,-5.0,-0.0005,12.0495125,-5.0,-0.0005,12.050200000000002,-7.5,-0.0007500000000000001,0.00459895230664992,0.0076190728923623335,6.260064360460183e-05,0.0,0.0029829679559269396,0.003634809939611894,0.00073158243713121,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:34:57,in,pwm 40,10a,0.296,0.001,0.0,24,40.0,1229.1416666666667,1288.1708333333333,1333.3958333333333,0.0,19.87435,323.75,0.32375,12.04755,476.3541666666667,0.4763541666666667,12.048700000000002,1196.7708333333333,0.03626666666666667,5.0812,700.0,0.07,12.0456,1734.2708333333333,0.17342708333333334,12.04295,2210.2083333333335,0.22102083333333333,12.0475,500.9375,0.05009375,12.04815,-5.0,-0.0005,12.049295833333334,-7.5,-0.0007500000000000001,12.046000000000001,-7.5,-0.0007500000000000001,12.047175000000001,-5.0,-0.0005,12.0475,-5.0,-0.0005,12.047649999999999,-5.0,-0.0005,12.048700000000002,-7.5,-0.0007500000000000001,0.00703253309548775,0.011252515821754728,4.788270693255099e-05,0.0,0.004204991318986709,0.0048889386388553495,0.001085508546418602,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:35:38,in,pwm 50,10a,0.418,0.001,0.0,24,50.0,1584.779166666667,1636.3625,1515.6208333333334,0.0,19.84464583333333,459.8958333333333,0.4598958333333334,12.046050000000001,693.75,0.69375,12.04755,1198.9583333333333,0.03633166666666667,5.0812,702.5,0.07025,12.041741666666667,2530.3125,0.25303125,12.038808333333336,3178.6458333333335,0.31786458333333334,12.044945833333335,753.9583333333334,0.07539583333333333,12.04575,-5.0,-0.0005,12.04685,-7.5,-0.0007500000000000001,12.04345,-7.5,-0.0007500000000000001,12.045,-5.0,-0.0005,12.045,-5.0,-0.0005,12.045700000000002,-5.0,-0.0005,12.046633333333332,-7.5,-0.0007500000000000001,0.0070894581363223136,0.01146829277313911,5.760937926857156e-05,0.0,0.004298200141515258,0.0060243974832535595,0.0012788341044352352,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:36:09,in,pwm 60,10a,0.586,0.001,0.0,24,60.0,1816.3916666666664,1897.8916666666667,1799.1291666666666,0.0,19.802583333333335,648.6458333333334,0.6486458333333333,12.044187499999998,996.1458333333334,0.9961458333333333,12.046000000000001,1200.3125,0.03637291666666667,5.0812,702.5,0.07025,12.0373,3597.7083333333335,0.3597708333333333,12.033758333333333,4580.208333333333,0.4580208333333333,12.041154166666667,1090.5208333333333,0.10905208333333334,12.042645833333333,-5.0,-0.0005,12.043754166666664,-7.5,-0.0007500000000000001,12.04045,-7.5,-0.0007500000000000001,12.042012499999998,-5.0,-0.0005,12.042499999999999,-5.0,-0.0005,12.043149999999999,-5.0,-0.0005,12.044241666666665,-7.5,-0.0007500000000000001,0.008208531043009955,0.013351012961623896,6.823738403331374e-05,0.0,0.005159371310425391,0.006603653742711164,0.001383087218371709,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:36:38,in,pwm 70,10a,0.803,0.001,0.0,24,70.0,2038.0374999999997,2222.25,2117.5,0.0,19.747541666666667,894.4791666666666,0.8944791666666667,12.042120833333334,1385.2083333333333,1.3852083333333332,12.044404166666666,1201.25,0.036400833333333334,5.0812,702.5,0.07025,12.0311375,4952.395833333333,0.49523958333333334,12.0274375,6383.854166666667,0.6383854166666666,12.036845833333336,1538.6458333333333,0.15386458333333333,12.038708333333334,-5.0,-0.0005,12.040395833333335,-7.5,-0.0007500000000000001,12.037150000000002,-7.5,-0.0007500000000000001,12.038499999999999,-5.0,-0.0005,12.039083333333332,-5.0,-0.0005,12.039891666666668,-5.0,-0.0005,12.0411,-7.5,-0.0007500000000000001,0.013811210920895007,0.022016750869294485,6.078591560741394e-05,0.0,0.008524414797798589,0.010744305662380728,0.0018192496761186949,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:38:06,in,pwm 80,10a,1.079,0.001,0.0,24,80.0,2300.5875,2322.4249999999997,2310.8791666666666,0.0,19.679158333333334,1202.8125,1.2028125,12.039133333333334,1869.7916666666667,1.8697916666666667,12.042499999999999,1201.7708333333333,0.03641708333333333,5.0812,702.5,0.07025,12.023862500000002,6671.354166666667,0.6671354166666666,12.019900000000002,8629.270833333334,0.8629270833333335,12.031241666666666,2066.3541666666665,0.20663541666666665,12.034187500000002,-5.0,-0.0005,12.036079166666669,-7.5,-0.0007500000000000001,12.03255,-7.5,-0.0007500000000000001,12.034187500000002,-5.0,-0.0005,12.035054166666669,-5.0,-0.0005,12.036191666666667,-5.0,-0.0005,12.03745,-7.5,-0.0007500000000000001,0.011570025459368471,0.018116720997745285,4.876555864690542e-05,0.0,0.0033670229130645236,0.015451445543510103,0.0021416916904870922,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
2026-09-15T13:39:13,in,pwm 90,10a,1.419,0.001,0.0,24,90.0,2555.570833333333,2600.141666666667,2633.375,0.0,19.592175,1586.1458333333333,1.5861458333333331,12.036450000000002,2465.4166666666665,2.4654166666666666,12.040199999999999,1201.9791666666667,0.036423333333333335,5.0812,702.5,0.07025,12.01555,8694.895833333334,0.8694895833333334,12.010799999999998,11402.5,1.14025,12.025,2794.1666666666665,0.27941666666666665,12.029079166666667,-5.0,-0.0005,12.0311875,-7.5,-0.0007500000000000001,12.02755,-7.5,-0.0007500000000000001,12.029566666666668,-5.0,-0.0005,12.030433333333333,-5.0,-0.0005,12.0317,-5.0,-0.0005,12.0331,-7.5,-0.0007500000000000001,0.0057568091378189384,0.009018901247388519,4.705839727001981e-05,0.0,0.006977634755084442,0.0068127119033657155,0.001468263294320632,0.0,1.1075210159893307e-19,1.1075210159893307e-19,0.0,0.0,0.0,1.1075210159893307e-19
