ProID,Info,,time,Value,
,,,0.002432,-0.064,
,,,0.00244,-0.032,
,,,0.002448,-0.14,
,,,0.002456,-0.032,
,,,0.002464,-0.28,
,,,0.002472,-0.048,
,,,0.00248,-0.072000004,
,,,0.002488,-0.108,
,,,0.002496,-0.032,
,,,0.002504,-0.296,
,,,0.002512,-0.048,
,,,0.00252,-0.132,
,,,0.002528,-0.080000006,
,,,0.002536,-0.040000003,
,,,0.002544,-0.264,
,,,0.002552,-0.040000003,
,,,0.00256,-0.18,
,,,0.002568,-0.072000004,
,,,0.002576,-0.024,
,,,0.002584,-0.20400001,
,,,0.002592,-0.032,
,,,0.0026,-0.22000001,
,,,0.002608,-0.056,
,,,0.002616,-0.032,
,,,0.002624,-0.156,
,,,0.002632,-0.032,
,,,0.00264,-0.24800001,
,,,0.002648,-0.048,
,,,0.002656,-0.040000003,
,,,0.002664,-0.124000005,
,,,0.002672,-0.032,
,,,0.00268,-0.272,
,,,0.002688,-0.048,
,,,0.002696,-0.096,
,,,0.002704,-0.096,
,,,0.002712,-0.040000003,
,,,0.00272,-0.28,
,,,0.002728,-0.040000003,
,,,0.0027359999,-0.148,
,,,0.002744,-0.072000004,
,,,0.002752,-0.040000003,
,,,0.00276,-0.22800002,
,,,0.002768,-0.040000003,
,,,0.002776,-0.18800001,
,,,0.002784,-0.064,
,,,0.002792,-0.032,
,,,0.0028,-0.164,
,,,0.002808,-0.032,
,,,0.002816,-0.22000001,
,,,0.002824,-0.056,
,,,0.002832,-0.032,
,,,0.00284,-0.124000005,
,,,0.002848,-0.032,
,,,0.002856,-0.256,
,,,0.002864,-0.048,
,,,0.002872,-0.056,
,,,0.00288,-0.096,
,,,0.002888,-0.064,
,,,0.002896,-0.272,
,,,0.002904,-0.040000003,
,,,0.002912,-0.108,
,,,0.0029199999,-0.080000006,
,,,0.002928,-0.032,
,,,0.002936,-0.23600002,
,,,0.002944,-0.040000003,
,,,0.002952,-0.156,
,,,0.00296,-0.064,
,,,0.002968,-0.032,
,,,0.002976,-0.18,
,,,0.002984,-0.032,
,,,0.002992,-0.19600001,
,,,0.003,-0.056,
,,,0.003008,-0.032,
,,,0.003016,-0.14,
,,,0.003024,-0.032,
,,,0.003032,-0.22000001,
,,,0.00304,-0.048,
,,,0.003048,-0.032,
,,,0.003056,-0.116000004,
,,,0.003064,-0.016,
,,,0.003072,-0.24800001,
,,,0.00308,-0.040000003,
,,,0.003088,-0.072000004,
,,,0.003096,-0.080000006,
,,,0.003104,-0.032,
,,,0.003112,-0.23600002,
,,,0.00312,-0.040000003,
,,,0.003128,-0.124000005,
,,,0.003136,-0.064,
,,,0.003144,-0.032,
,,,0.003152,-0.18800001,
,,,0.00316,-0.032,
,,,0.003168,-0.164,
,,,0.003176,-0.056,
,,,0.003184,-0.032,
,,,0.003192,-0.148,
,,,0.0032,-0.032,
,,,0.003208,-0.19600001,
,,,0.003216,-0.056,
,,,0.003224,-0.024,
,,,0.003232,-0.116000004,
,,,0.00324,-0.040000003,
,,,0.003248,-0.22800002,
,,,0.0032559999,-0.056,
,,,0.003264,-0.040000003,
,,,0.003272,-0.072000004,
,,,0.00328,-0.032,
,,,0.003288,-0.19600001,
,,,0.003296,-0.040000003,
,,,0.003304,-0.072000004,
,,,0.003312,-0.064,
,,,0.00332,-0.040000003,
,,,0.003328,-0.21200001,
,,,0.003336,-0.040000003,
,,,0.003344,-0.132,
,,,0.003352,-0.064,
,,,0.00336,-0.032,
,,,0.003368,-0.164,
,,,0.003376,-0.032,
,,,0.003384,-0.164,
,,,0.003392,-0.056,
,,,0.0034,-0.024,
,,,0.003408,-0.116000004,
,,,0.003416,-0.032,
,,,0.003424,-0.19600001,
,,,0.003432,-0.040000003,
,,,0.00344,-0.024,
,,,0.003448,-0.08800001,
,,,0.003456,-0.032,
,,,0.003464,-0.22000001,
,,,0.003472,-0.040000003,
,,,0.00348,-0.056,
,,,0.003488,-0.072000004,
,,,0.003496,-0.032,
,,,0.003504,-0.21200001,
,,,0.003512,-0.040000003,
,,,0.00352,-0.08800001,
,,,0.003528,-0.064,
,,,0.003536,-0.032,
,,,0.003544,-0.164,
,,,0.003552,-0.032,
,,,0.00356,-0.14,
,,,0.003568,-0.056,
,,,0.003576,-0.024,
,,,0.003584,-0.132,
,,,0.0035919999,-0.032,
,,,0.0036,-0.172,
,,,0.003608,-0.048,
,,,0.003616,-0.024,
,,,0.003624,-0.096,
,,,0.003632,-0.032,
,,,0.00364,-0.19600001,
,,,0.003648,-0.040000003,
,,,0.003656,-0.032,
,,,0.003664,-0.080000006,
,,,0.003672,-0.032,
,,,0.00368,-0.21200001,
,,,0.003688,-0.040000003,
,,,0.003696,-0.064,
,,,0.003704,-0.064,
,,,0.003712,-0.024,
,,,0.00372,-0.18800001,
,,,0.003728,-0.032,
,,,0.003736,-0.096,
,,,0.003744,-0.056,
,,,0.003752,-0.024,
,,,0.00376,-0.132,
,,,0.003768,-0.032,
,,,0.0037759999,-0.148,
,,,0.003784,-0.048,
,,,0.003792,-0.032,
,,,0.0038,-0.108,
,,,0.003808,-0.032,
,,,0.003816,-0.172,
,,,0.003824,-0.040000003,
,,,0.003832,-0.024,
,,,0.00384,-0.080000006,
,,,0.003848,-0.032,
,,,0.003856,-0.19600001,
,,,0.003864,-0.040000003,
,,,0.003872,-0.048,
,,,0.00388,-0.064,
,,,0.003888,-0.032,
,,,0.003896,-0.18800001,
,,,0.003904,-0.032,
,,,0.003912,-0.072000004,
,,,0.00392,-0.056,
,,,0.003928,-0.032,
,,,0.003936,-0.148,
,,,0.0039439998,-0.032,
,,,0.003952,-0.116000004,
,,,0.00396,-0.048,
,,,0.003968,-0.032,
,,,0.003976,-0.116000004,
,,,0.003984,-0.032,
,,,0.003992,-0.148,
,,,0.004,-0.040000003,
,,,0.004008,-0.024,
,,,0.004016,-0.08800001,
,,,0.004024,-0.032,
,,,0.004032,-0.172,
,,,0.00404,-0.040000003,
,,,0.004048,-0.024,
,,,0.004056,-0.064,
,,,0.004064,-0.032,
,,,0.004072,-0.18,
,,,0.00408,-0.032,
,,,0.004088,-0.056,
,,,0.004096,-0.048,
,,,0.004104,-0.032,
,,,0.004112,-0.14,
,,,0.00412,-0.032,
,,,0.004128,-0.08800001,
,,,0.004136,-0.056,
,,,0.004144,-0.040000003,
,,,0.004152,-0.124000005,
,,,0.00416,-0.008,
,,,0.004168,-0.124000005,
,,,0.004176,-0.016,
,,,0.004184,-0.024,
,,,0.004192,-0.072000004,
,,,0.0042,-0.040000003,
,,,0.004208,-0.14,
,,,0.004216,-0.040000003,
,,,0.004224,-0.032,
,,,0.004232,-0.072000004,
,,,0.00424,-0.032,
,,,0.004248,-0.164,
,,,0.004256,-0.032,
,,,0.004264,-0.032,
,,,0.004272,-0.056,
,,,0.00428,-0.024,
,,,0.004288,-0.156,
,,,0.004296,-0.032,
,,,0.004304,-0.064,
,,,0.004312,-0.056,
,,,0.00432,-0.024,
,,,0.004328,-0.124000005,
,,,0.004336,-0.032,
,,,0.004344,-0.08800001,
,,,0.004352,-0.048,
,,,0.00436,-0.024,
,,,0.004368,-0.08800001,
,,,0.004376,-0.032,
,,,0.004384,-0.124000005,
,,,0.004392,-0.040000003,
,,,0.0044,-0.024,
